-3.024012291549939557e-01;8.937016534302804072e-01;-1.235708968961446302e-01;-8.447811716349165612e-02;-1.064568888439495903e-01;-1.255751384092546608e-01;2.089355659372901519e-01;1.291831147633194510e-01
-4.389550798625997396e-01;-2.859227540072194484e-01;7.833940280414913859e-02;6.176636207620229690e-01;-2.683991768817076684e-01;-3.483804243356619090e-01;-1.346216569481394065e-01;-3.555153687657489070e-01
5.252784523864243438e-01;-5.550737561782452534e-02;7.211015539121242712e-01;-3.404875425382524745e-01;-1.220764815086621546e-01;-7.838327023112451331e-02;1.621489205711639237e-01;1.942765662664235060e-01
4.654731419659901559e-01;-1.193318013178028825e-01;-2.344087152062259705e-01;3.166686825391148985e-01;-4.069122918373421216e-01;-4.449672367497465308e-01;-4.123945431455709743e-02;-4.985920450786188729e-01
-5.930139334991653133e-01;-3.242127331283481961e-01;-3.418332163089273790e-01;-7.976443482536300922e-02;4.330319354943435450e-01;2.920891656086268759e-02;-2.196778203146570185e-01;4.282290307946706731e-01
-6.064750972483408109e-01;6.059105997806209232e-02;2.188784140337081408e-01;2.321397241098887843e-01;1.167689791742685806e-01;-1.822160939454346706e-01;-6.211044010651264324e-01;-3.067762895271113899e-01
5.407431674618476958e-01;1.294955698291878066e-01;-3.236150020442213338e-01;1.800844399552944675e-01;-2.041324272706389886e-01;-1.546180180599569243e-01;-2.806125066397467394e-01;6.398050413376054069e-01
6.685505750804193736e-01;5.716414417745656340e-02;4.487942486701789746e-01;-2.979910977750160339e-01;-4.483210378420493525e-01;1.584444340890280578e-01;1.611087496890352411e-01;8.663138170190264054e-02
6.679978499063740083e-01;2.416524646287335765e-01;-1.843644846074278809e-01;-2.791903297748078456e-04;-3.807589855293970205e-01;-4.876622988774595990e-01;1.428823147582250139e-02;2.799938237907870775e-01
-7.018230620157881461e-01;-3.741297595944214627e-01;4.830872553548126724e-01;-1.936339671060533507e-01;2.812379563962517093e-01;8.112168577186312790e-02;-6.223282837303380916e-02;-8.399679849502138251e-02
-6.725103283254282305e-01;-4.163112569541848051e-01;3.841425464288903968e-01;-2.716113559858342463e-01;-1.963117830419307541e-01;2.649398503958608764e-01;1.563317133472964804e-01;1.410869443447228533e-01
-5.701142134980669018e-01;7.835158989007940944e-01;-1.250648026768763910e-01;1.044127525349306806e-01;-3.001691480368416654e-02;-1.671977040173139029e-01;7.448304808879691041e-02;1.120625365781839286e-02
-2.237615138714597052e-01;-8.250414380943638104e-01;-2.036862939564420272e-01;4.333976065935940536e-01;-1.858108290819930064e-01;5.591708772228806690e-02;-2.961345843907102829e-02;-3.723542353953014639e-02
3.753058370989627579e-01;-2.782777837889091055e-01;1.232858684954445533e-01;3.070534845586027628e-01;-4.640601628485094832e-01;2.337294843804985089e-02;-5.874489308077673888e-01;-3.335136881296807410e-01
-6.009336650976476735e-01;3.966450554747921742e-01;-1.008297606868316931e-01;3.072294774120396532e-01;3.590329976233774811e-01;-4.958077508179334347e-01;-1.068603456671753105e-02;4.637485525951787202e-02
5.542859093068865928e-01;-4.546768284667062621e-01;-5.989974734609410101e-01;-1.992169689145356914e-01;2.245009663400358013e-01;1.469989492405102405e-01;1.891991143167620279e-02;1.232209416828281417e-01
-6.152188301754968336e-01;6.574006956128044532e-01;-3.380835560005547580e-02;-3.348692725243574420e-01;-5.094544750064614741e-02;5.304307333145245884e-02;1.193957108059756772e-01;2.374559744617320833e-01
-3.513932532098674733e-01;-3.762494665921725101e-01;4.469085266834276760e-01;1.885554990339493864e-01;3.044024574948418493e-01;-3.448313276577958386e-01;1.485389373210619368e-01;-5.157958864568330526e-01
-7.219851560560862636e-01;5.964564888001071541e-01;-8.771444902565134205e-02;2.420816276769619801e-01;-7.506788814945491994e-02;-4.759624461359139580e-02;-2.140038702429015449e-01;-5.460316442148024224e-02
6.965866076194516809e-01;-7.996979757965237690e-02;-4.552165259127560204e-01;-2.177549456079604651e-01;3.588770509483998339e-01;2.419782091216961528e-01;-2.678461769304266507e-02;-2.562596742122389970e-01
