-1.063018599443562362e+00;3.141592653589793116e+00;-4.343836898996123463e-01
-3.141592653589793116e+00;-2.046343383847864850e+00;5.606735258950944489e-01
2.288458426075318908e+00;-2.418266366435502246e-01;3.141592653589793116e+00
3.141592653589793116e+00;-8.053996601742444694e-01;-1.582082039189079303e+00
-3.141592653589793116e+00;-1.717572358858783232e+00;-1.810919879693869916e+00
-3.141592653589793116e+00;3.138668508632143639e-01;1.133808825255213426e+00
3.141592653589793116e+00;7.523392903092093187e-01;-1.880128264561572671e+00
3.141592653589793116e+00;2.686205981874190685e-01;2.108933515502527278e+00
3.141592653589793116e+00;1.136491094553525594e+00;-8.670658303866455308e-01
-3.141592653589793116e+00;-1.674728813919638570e+00;2.162458680264049971e+00
-3.141592653589793116e+00;-1.944773680592627674e+00;1.794499431402482692e+00
-2.285935266081216000e+00;3.141592653589793116e+00;-5.014609988942673180e-01
-8.520390560726074369e-01;-3.141592653589793116e+00;-7.755966369501323676e-01
3.141592653589793116e+00;-2.329394735680495820e+00;1.031995616563237128e+00
-3.141592653589793116e+00;2.073601904396287665e+00;-5.271231316113652587e-01
2.907091628626713220e+00;-2.384666793025552955e+00;-3.141592653589793116e+00
-2.940013556614499812e+00;3.141592653589793116e+00;-1.615636890741021792e-01
-2.470157530888017927e+00;-2.644887017338886981e+00;3.141592653589793116e+00
-3.141592653589793116e+00;2.595376522193781010e+00;-3.816741471222934168e-01
3.141592653589793116e+00;-3.606623007638242728e-01;-2.053018071202216799e+00
3.141592653589793116e+00;9.295798487007633781e-01;1.057929224478388663e+00
1.986809888512448996e+00;-1.176630940289524085e+00;3.141592653589793116e+00
3.141592653589793116e+00;-1.487241620094569727e+00;9.699492061144199262e-01
1.438487566774300230e+00;6.140490339597970415e-01;3.141592653589793116e+00
-3.141592653589793116e+00;2.247939587347248525e-01;1.207607660100540770e+00
-3.141592653589793116e+00;-9.109584978965086233e-01;2.201674050997722620e+00
1.585456347379542996e-01;-3.389696012065141484e-01;-3.141592653589793116e+00
1.260226450722321756e+00;-9.614033496928938716e-01;-3.141592653589793560e+00
-1.268516021014025830e+00;1.764986290421477477e+00;-3.141592653589793116e+00
2.261307155343629471e+00;-1.730782829808839685e+00;-3.141592653589793116e+00
-3.141592653589793116e+00;1.613518379811336792e-02;-1.569061575856638413e+00
-3.141592653589793116e+00;-2.735620345315544100e+00;1.859217628894526131e+00
-1.975861400769171716e+00;3.141592653589792672e+00;-1.350915110194052193e+00
-2.000583057027117917e+00;-3.141592653589793116e+00;9.792762359569955333e-01
-2.610993083764325373e+00;-9.564091897510443863e-01;3.141592653589793116e+00
3.141592653589793116e+00;1.544005198201744866e+00;-8.566613034496649570e-01
3.141592653589792672e+00;1.611642919739528557e+00;1.617904521555032282e+00
8.118450159278950418e-01;2.103220771247099330e-01;-3.141592653589793116e+00
-3.141592653589793116e+00;-2.884526083985865963e+00;-2.298624934864575309e+00
-3.141592653589793116e+00;1.078735407412348080e+00;-5.772699591153539478e-01
3.141592653589793116e+00;3.586157805190294812e-01;-1.921919046630749639e+00
1.204080534033682648e+00;-2.671484025772880688e+00;-3.141592653589793116e+00
-3.141592653589793560e+00;2.592742331316830739e+00;-2.423558185384483199e+00
3.141592653589793116e+00;1.473482682892786277e+00;3.273997639712766805e-01
1.154646344282424852e+00;-3.141592653589793116e+00;-1.497640702178801408e+00
-3.141592653589793116e+00;-1.366640717952888107e+00;4.896898718119306326e-01
3.141592653589793116e+00;1.767219056532344512e-01;-6.558180773376887096e-01
-3.141592653589793116e+00;1.220110044443395880e+00;2.092292227499890966e+00
1.953425204544183780e+00;-1.651516444949749474e+00;3.141592653589793116e+00
-3.141592653589793116e+00;-4.342837824431451943e-01;8.517087203174626975e-01
-2.599336604182037824e+00;-3.141592653589793116e+00;2.473716127398805753e+00
3.141592653589793116e+00;1.643832843445713232e+00;-1.429587801053217699e+00
-1.783688856603154581e-03;-3.141592653589793116e+00;-9.720071037742271658e-01
-3.141592653589793116e+00;2.286935973903352348e+00;-1.542625351980721149e+00
3.141592653589793116e+00;1.435447579178829258e+00;1.701995715558819011e+00
2.687096834572836546e+00;4.730339056670240100e-02;3.141592653589792672e+00
-3.141592653589793116e+00;2.681371070784463129e+00;-1.786696934626506250e+00
3.141592653589793116e+00;-1.121235231647794928e+00;1.449645093386079164e+00
3.141592653589793116e+00;-1.256542829618776391e-01;-6.729995036928084762e-01
1.609656706731610543e+00;-7.845363960935006764e-01;-3.141592653589793116e+00
2.974316695785549136e+00;3.207877995942706728e-01;3.141592653589793116e+00
1.453219434863380899e+00;-1.043445428795602981e+00;3.141592653589793116e+00
3.141592653589793116e+00;-2.201077927151021019e+00;2.598776771193616053e+00
